1.1,-1.1,2.7746,2.7746
1.0999989626551587,-1.0999989626551587,2.774597383439094,2.774597383439094
1.1000006337020474,-1.1000006337020474,2.7746015984270005,2.7746015984270005
1.100000109668043,-1.100000109668043,2.774600276622684,2.774600276622684
1.1000002801797206,-1.1000002801797206,2.7746007067151393,2.7746007067151393
1.1000007234567162,-1.1000007234567162,2.7746018248209134,2.7746018248209134
1.0999991338116017,-1.0999991338116017,2.774597815157882,2.774597815157882
1.099999570383797,-1.099999570383797,2.7745989163517124,2.7745989163517124
1.1000000758407158,-1.1000000758407158,2.7746001912978637,2.7746001912978637
1.1000001364739105,-1.1000001364739105,2.774600344236829,2.774600344236829
1.1000000083234707,-1.1000000083234707,2.7746000209948196,2.7746000209948196
1.0999999640355616,-1.0999999640355616,2.7745999092846083,2.7745999092846083
1.0999995448023248,-1.0999995448023248,2.7745988518259366,2.7745988518259366
1.0999996025509118,-1.0999996025509118,2.7745989974888725,2.7745989974888725
1.0999998612345774,-1.0999998612345774,2.774599649983144,2.774599649983144
1.100000858655979,-1.100000858655979,2.7746021658426177,2.7746021658426177
1.0999996716459775,-1.0999996716459775,2.774599171771754,2.774599171771754
1.0999999834525964,-1.0999999834525964,2.774599958261431,2.774599958261431
1.1000005497086407,-1.1000005497086407,2.7746013865650863,2.7746013865650863
1.0999999736901334,-1.0999999736901334,2.774599933636949,2.774599933636949
1.0999997775147932,-1.0999997775147932,2.7745994388114044,2.7745994388114044
1.0999989779254558,-1.0999989779254558,2.7745974219563356,2.7745974219563356
1.0999997463527436,-1.0999997463527436,2.774599360209384,2.774599360209384
1.1000004498492992,-1.1000004498492992,2.774601134683514,2.774601134683514
1.099999457290813,-1.099999457290813,2.774598631090081,2.774598631090081
1.1000008546391926,-1.1000008546391926,2.774602155710822,2.774602155710822
1.1000006011298897,-1.1000006011298897,2.774601516268175,2.774601516268175
1.100000633126353,-1.100000633126353,2.77460159697489,2.77460159697489
1.1000004110386807,-1.1000004110386807,2.7746010367890217,2.7746010367890217
1.0999996533797805,-1.0999996533797805,2.7745991256977627,2.7745991256977627
1.1000004874675744,-1.1000004874675744,2.7746012295704836,2.7746012295704836
1.1000004754952624,-1.1000004754952624,2.774601199371959,2.774601199371959
